watchers,stars,forks,commits,branches,releases,contributors,Python,NormWatchers,NormStars,NormForks,NormCommits,NormBranches,NormReleases,NormContributors,Popularity
311,5196,1560,414,1,19,42,0,0.07202430627,0.197880634,0.3285046852,0.9456856932,-0.540516547,0.1153750895,0.01716309028,0.1994698752
166,8464,434,161,1,0,30,0,-0.3490526259,0.953939021,-0.4389866494,-0.1049317597,-0.540516547,-0.4127248364,-0.136888046,0.05529991525
84,2268,388,98,1,10,7,0,-0.5871788909,-0.4795180676,-0.4703406471,-0.3665479633,-0.540516547,-0.134777507,-0.4321527239,-0.5123458685
95,1762,496,137,1,0,8,0,-0.5552351236,-0.5965821875,-0.3967269134,-0.2045950753,-0.540516547,-0.4127248364,-0.4193151293,-0.5161814082
339,4639,1218,122,2,7,21,0,0.1533357139,0.06901756134,0.09539452851,-0.2668846476,-0.5365636377,-0.2181617058,-0.2524263983,0.1059159346
566,4163,7258,7,217,77,0,0,0.812538911,-0.04110599808,4.212310746,-0.7444380353,0.3133118615,1.7274696,-0.5220158868,1.661247886
204,5212,458,331,4,39,24,0,-0.2387014298,0.2015822663,-0.4226280419,0.6010167264,-0.5286578191,0.6712697484,-0.2139136142,-0.1532490685
143,3928,343,384,4,32,18,0,-0.4158441392,-0.09547372175,-0.5010130361,0.8211065486,-0.5286578191,0.4767066178,-0.2909391823,-0.3374436324
61,1508,240,55,2,0,4,0,-0.6539704043,-0.6553455995,-0.5712187266,-0.5451114039,-0.5365636377,-0.4127248364,-0.470665508,-0.6268449101
296,5492,833,14,732,5,32,0,0.02846462364,0.2663608306,-0.1670247999,-0.7153695682,2.34906015,-0.2737511717,-0.1112128566,0.04260021812
145,1966,199,45,3,2,,0,-0.4100361815,-0.5493863764,-0.599164681,-0.5866377855,-0.5326107284,-0.3571353705,-0.5220158868,-0.5195290796
553,4403,2554,683,2,76,50,0,0.7747871861,0.01441848566,1.006023679,2.062745356,-0.5365636377,1.699674867,0.1198638478,0.5984097835
953,14105,3510,1,589,8,32,0,1.936378723,2.258995741,1.657641544,-0.7693538642,1.78379412,-0.1903669729,-0.1112128566,1.951005336
130,4486,352,6,976,4,16,0,-0.4535958642,0.03362070295,-0.4948785583,-0.7485906735,3.313570019,-0.3015459046,-0.3166143717,-0.3049512398
248,2516,422,19,2,2,5,0,-0.1109263608,-0.4221427678,-0.4471659531,-0.6946063775,-0.5365636377,-0.3571353705,-0.4578279133,-0.3267450272
72,1770,497,167,3,20,48,0,-0.622026637,-0.5947313714,-0.3960453047,-0.08001593074,-0.5326107284,0.1431698225,0.09418865843,-0.5376011044
388,4955,825,125,5,10,,0,0.2956306771,0.1421247983,-0.1724776691,-0.2544267332,-0.5247049098,-0.134777507,-0.5220158868,0.08842593543
169,2533,450,15,2,1,,0,-0.3403406893,-0.4182097835,-0.4280809111,-0.7112169301,-0.5365636377,-0.3849301035,-0.5220158868,-0.3955437946
364,9218,841,527,4,11,42,0,0.2259351849,1.128378441,-0.1615719308,1.414933805,-0.5286578191,-0.106982774,0.01716309028,0.397580565
51,1760,343,32,1,0,,0,-0.6830101927,-0.5970448916,-0.5010130361,-0.6406220815,-0.540516547,-0.4127248364,-0.5220158868,-0.5936893735
129,1563,640,4,574,17,102,0,-0.456499843,-0.6426212386,-0.2985752685,-0.7568959498,1.724500481,0.05978562363,0.7874187718,-0.4658987834
83,1505,403,132,3,0,3,0,-0.5900828698,-0.6560396555,-0.4601165174,-0.2253582661,-0.5326107284,-0.4127248364,-0.4835031027,-0.5687463476
68,1678,372,70,1,0,2,0,-0.6336425524,-0.6160157568,-0.4812463854,-0.4828218316,-0.540516547,-0.4127248364,-0.4963406974,-0.5769682315
67,1788,341,254,3,1,,0,-0.6365465312,-0.5905670351,-0.5023762534,0.2812635886,-0.5326107284,-0.3849301035,-0.5220158868,-0.5764966066
249,2475,1000,1,124,47,37,0,-0.1080223819,-0.4316282004,-0.05319615616,-0.7693538642,-0.05430870331,0.893627612,-0.04702488318,-0.1976155795
312,3242,3348,441,10,0,31,0,0.07492828511,-0.2541812044,1.547220943,1.057806923,-0.5049403633,-0.4127248364,-0.1240504513,0.4559893412
103,1880,637,73,1,0,8,0,-0.5320032929,-0.5692826497,-0.3006200944,-0.4703639172,-0.540516547,-0.4127248364,-0.4193151293,-0.4673020123
93,1732,464,22,1,0,4,0,-0.5610430813,-0.603522748,-0.41853839,-0.682148463,-0.540516547,-0.4127248364,-0.470665508,-0.5277014065
79,2108,368,111,2,8,,0,-0.6016987851,-0.5165343901,-0.48397282,-0.3125636673,-0.5365636377,-0.1903669729,-0.5220158868,-0.5340686651
146,3614,513,163,2,11,18,0,-0.4071322027,-0.1681182546,-0.3851395664,-0.09662648335,-0.5365636377,-0.106982774,-0.2909391823,-0.3201300079
63,1702,300,61,1,5,8,0,-0.6481624466,-0.6104633085,-0.5303222079,-0.520195575,-0.540516547,-0.2737511717,-0.4193151293,-0.5963159876
50,2185,293,56,2,2,4,0,-0.6859141715,-0.4987202849,-0.5350934684,-0.5409587658,-0.5365636377,-0.3571353705,-0.470665508,-0.5732426416
74,2358,202,64,3,3,4,0,-0.6162186793,-0.4586963862,-0.5971198551,-0.5077376605,-0.5326107284,-0.3293406376,-0.470665508,-0.5573449736
275,7040,1366,305,5,12,20,0,-0.03251893205,0.6244937508,0.196272608,0.4930481344,-0.5247049098,-0.07918804109,-0.2652639929,0.2627491423
65,1857,329,65,2,3,7,0,-0.6423544889,-0.5746037461,-0.5105555571,-0.5035850224,-0.5365636377,-0.3293406376,-0.4321527239,-0.5758379307
145,2741,721,1,993,1,26,0,-0.4100361815,-0.3700885643,-0.2433649682,-0.7693538642,3.380769477,-0.3849301035,-0.1882384248,-0.341163238
268,1871,589,1,47,2,1,0,-0.05284678394,-0.5713648178,-0.3333373094,-0.7693538642,-0.3586827193,-0.3571353705,-0.5091782921,-0.3191829704
76,2128,639,27,2,1,,0,-0.6104107217,-0.5119073498,-0.2992568771,-0.6613852722,-0.5365636377,-0.3849301035,-0.5220158868,-0.4738583162
726,6932,1905,107,1,0,,0,1.277175526,0.5995077331,0.5636596678,-0.3291742199,-0.540516547,-0.4127248364,-0.5220158868,0.8134476422
138,1824,306,3,193,8,118,0,-0.4303640334,-0.5822383626,-0.526232556,-0.7610485879,0.2184420383,-0.1903669729,0.9928202869,-0.512944984
302,4534,1374,123,3,9,3,0,0.04588849669,0.0447255997,0.2017254772,-0.2627320095,-0.5326107284,-0.1625722399,-0.4835031027,0.09744652452
43,1512,235,8,1,0,2,0,-0.7062420234,-0.6544201914,-0.5746267698,-0.7402853971,-0.540516547,-0.4127248364,-0.4963406974,-0.6450963282
99,1542,313,310,2,0,,0,-0.5436192083,-0.647479631,-0.5214612955,0.5138113252,-0.5365636377,-0.4127248364,-0.5220158868,-0.5708533782
259,5298,1423,154,3,15,10,0,-0.07898259352,0.2214785396,0.2351243008,-0.1340002267,-0.5326107284,0.004196157744,-0.3936399399,0.1258734156
237,2053,808,121,2,6,6,0,-0.1428701281,-0.529258751,-0.1840650161,-0.2710372858,-0.5365636377,-0.2459564388,-0.4449903186,-0.285397965
33,1667,176,39,1,6,3,0,-0.7352818119,-0.618560629,-0.6148416799,-0.6115536144,-0.540516547,-0.2459564388,-0.4835031027,-0.6562280403
352,4744,1297,652,4,28,12,0,0.1910874388,0.09330952298,0.1492416115,1.934013574,-0.5286578191,0.365527686,-0.3679647505,0.1445461911
139,2848,690,37,2,2,1,0,-0.4274600546,-0.3453338986,-0.2644948362,-0.6198588907,-0.5365636377,-0.3571353705,-0.5091782921,-0.3457629298
41,1684,162,2,1,14,1,0,-0.7120499811,-0.6146276447,-0.6243842009,-0.7652012261,-0.540516547,-0.0235985752,-0.5091782921,-0.6503539423
305,4819,1291,1,356,2,0,0,0.05460043322,0.1106609241,0.1451519596,-0.7693538642,0.8627662539,-0.3571353705,-0.5220158868,0.1034711057
420,5705,1936,187,11,19,8,0,0.3885580001,0.31563881,0.5847895358,0.003036832334,-0.500987454,0.1153750895,-0.4193151293,0.4296621153
99,2256,445,82,1,2,10,0,-0.5436192083,-0.4822942918,-0.4314889543,-0.4329901738,-0.540516547,-0.3571353705,-0.3936399399,-0.4858008181
215,2467,1154,4,599,10,12,0,-0.2067576626,-0.4334790165,0.05177157521,-0.7568959498,1.823323213,-0.134777507,-0.3679647505,-0.1961550346
50,2115,353,19,1,0,1,0,-0.6859141715,-0.514914926,-0.4941969497,-0.6946063775,-0.540516547,-0.4127248364,-0.5091782921,-0.5650086824
85,1985,623,18,2,0,1,0,-0.5842749121,-0.5449906881,-0.3101626154,-0.6987590156,-0.5365636377,-0.4127248364,-0.5091782921,-0.4798094052
87,3999,336,159,27,3,8,0,-0.5784669544,-0.07904772864,-0.5057842966,-0.113237036,-0.4377409053,-0.3293406376,-0.4193151293,-0.3877663266
34,1746,192,26,1,0,2,0,-0.732377833,-0.6002838198,-0.6039359416,-0.6655379104,-0.540516547,-0.4127248364,-0.4963406974,-0.6455325315
49,2123,256,51,1,1,1,0,-0.6888181504,-0.5130641099,-0.5603129883,-0.5617219565,-0.540516547,-0.3849301035,-0.5091782921,-0.5873984162
281,4449,545,3,588,20,42,0,-0.015095059,0.02506067838,-0.3633280898,-0.7610485879,1.779841211,0.1431698225,0.01716309028,-0.1177874901
242,3906,685,6,33,3,34,0,-0.1283502338,-0.1005634661,-0.2679028794,-0.7485906735,-0.4140234495,-0.3293406376,-0.08553766726,-0.1656055265
202,1709,260,912,1,20,15,0,-0.2445093875,-0.6088438444,-0.5575865537,3.013699494,-0.540516547,0.1431698225,-0.3294519664,-0.4703132619
37,1526,237,50,2,0,1,0,-0.7236658965,-0.6511812632,-0.5732635525,-0.5658745947,-0.5365636377,-0.4127248364,-0.5091782921,-0.6493702374
400,6975,644,159,2,15,10,0,0.3304784232,0.6094558698,-0.2958488339,-0.113237036,-0.5365636377,0.004196157744,-0.3936399399,0.214695153
283,4583,587,599,3,16,13,0,-0.009287101311,0.05606184847,-0.3347005267,1.713923752,-0.5326107284,0.03199089069,-0.3551271558,-0.09597525984
346,6198,665,894,4,42,45,0,0.1736635657,0.4296953537,-0.2815350523,2.938952007,-0.5286578191,0.7546539472,0.05567587435,0.1072746224
227,2306,407,281,4,3,17,0,-0.1719099165,-0.470726691,-0.4573900828,0.3933848188,-0.5286578191,-0.3293406376,-0.303776777,-0.3666755634
139,3050,647,78,1,0,16,0,-0.4274600546,-0.2986007914,-0.2938040079,-0.4496007264,-0.540516547,-0.4127248364,-0.3166143717,-0.3399549513
245,3981,772,11,752,32,112,0,-0.1196382973,-0.08321206492,-0.2086029273,-0.7278274827,2.428118336,0.4767066178,0.9157947187,-0.1371510965
178,3421,368,2,871,17,27,0,-0.3142048797,-0.2127691937,-0.48397282,-0.7652012261,2.898514543,0.05978562363,-0.1754008301,-0.3369822978
684,9080,2977,3,875,7,104,0,1.155208414,1.096451863,1.294344136,-0.7610485879,2.91432618,-0.2181617058,0.8130939612,1.182001471
277,2827,566,214,1,1,25,0,-0.02671097436,-0.3501922909,-0.3490143082,0.1151580625,-0.540516547,-0.3849301035,-0.2010760195,-0.2419725245
127,1622,305,422,5,7,38,0,-0.4623078007,-0.6289714697,-0.5269141646,0.9789067984,-0.5247049098,-0.2181617058,-0.03418728849,-0.5393978117
262,2738,777,67,1,1,3,0,-0.070270657,-0.3707826203,-0.2051948841,-0.4952797461,-0.540516547,-0.3849301035,-0.4835031027,-0.2154160538
2041,22067,5107,4,640,4,75,0,5.095907703,4.101020489,2.74617055,-0.7568959498,1.985392495,-0.3015459046,0.4408037151,3.981032914
508,6241,995,1,652,3,24,0,0.6441081382,0.4396434903,-0.05660419939,-0.7693538642,2.032827406,-0.3293406376,-0.2139136142,0.3423824764
82,2255,205,86,7,8,2,0,-0.5929868486,-0.4825256438,-0.5950750292,-0.4163796212,-0.5167990912,-0.1903669729,-0.4963406974,-0.5568625072
1416,15357,5318,1,548,2,7,0,3.280920927,2.548648465,2.889989974,-0.7693538642,1.621724839,-0.3571353705,-0.4321527239,2.906519789
318,5045,687,3,822,3,29,0,0.09235215817,0.1629464797,-0.2665396621,-0.7610485879,2.704821987,-0.3293406376,-0.1497256407,-0.003747008099
647,6021,727,1,314,11,19,0,1.047761197,0.3887460469,-0.2392753163,-0.7693538642,0.6967440634,-0.106982774,-0.2781015876,0.3990773093
92,1669,109,35,1,0,8,0,-0.5639470602,-0.618097925,-0.6605094591,-0.628164167,-0.540516547,-0.4127248364,-0.4193151293,-0.6141848148
154,1787,179,30,1,0,11,0,-0.383900372,-0.5907983871,-0.6127968539,-0.6489273578,-0.540516547,-0.4127248364,-0.3808023452,-0.5291652043
214,2348,1103,685,3,14,46,0,-0.2096616414,-0.4610099064,0.0170095343,2.071050633,-0.5326107284,-0.0235985752,0.06851346904,-0.2178873378
416,6608,1317,140,11,0,25,0,0.3769420847,0.5245496801,0.1628737844,-0.1921371609,-0.500987454,-0.4127248364,-0.2010760195,0.3547885164
397,5039,1817,111,6,0,23,0,0.3217664867,0.1615583676,0.503678107,-0.3125636673,-0.5207520005,-0.4127248364,-0.2267512089,0.3290009871
133,1654,237,26,4,0,5,0,-0.4448839276,-0.6215682052,-0.5732635525,-0.6655379104,-0.5286578191,-0.4127248364,-0.4578279133,-0.5465718951
569,8968,2874,200,1,3,15,0,0.8212508476,1.070540437,1.224138445,0.05702112833,-0.540516547,-0.3293406376,-0.3294519664,1.038643243
201,1975,1175,71,1,0,16,0,-0.2474133664,-0.5473042082,0.06608535676,-0.4786691935,-0.540516547,-0.4127248364,-0.3166143717,-0.2428774059
206,5101,846,130,7,7,18,0,-0.2328934722,0.1759021925,-0.1581638875,-0.2336635424,-0.5167990912,-0.2181617058,-0.2909391823,-0.07171838905
220,2127,2202,622,4,0,35,0,-0.1922377684,-0.5121387018,0.7660974355,1.809434429,-0.5286578191,-0.4127248364,-0.07270007257,0.02057365509
93,1591,460,553,4,27,17,0,-0.5610430813,-0.6361433822,-0.4212648246,1.522902397,-0.5286578191,0.3377329531,-0.303776777,-0.5394837627
443,6240,2036,50,33,247,242,0,0.4553495134,0.4394121383,0.6529504004,-0.5658745947,-0.4140234495,6.452574201,2.584682029,0.5159040174
240,2287,919,18,212,241,175,0,-0.1341581915,-0.4751223793,-0.1084064564,-0.6987590156,0.293547315,6.285805803,1.724563184,-0.2392290091
95,1855,220,313,2,10,9,0,-0.5552351236,-0.5750664501,-0.5848508995,0.5262692397,-0.5365636377,-0.134777507,-0.4064775346,-0.5717174911
106,3285,579,61,2,4,3,0,-0.5232913564,-0.2442330678,-0.3401533958,-0.520195575,-0.5365636377,-0.3015459046,-0.4835031027,-0.36922594
155,1926,360,1,203,4,15,0,-0.3809963931,-0.558640457,-0.4894256891,-0.7693538642,0.2579711313,-0.3015459046,-0.3294519664,-0.4763541797
250,4061,616,12,690,54,169,0,-0.1051184031,-0.06470390368,-0.314933876,-0.7236748445,2.18303796,1.088190743,1.647537616,-0.1615853942
48,1565,140,374,2,81,19,0,-0.6917221292,-0.6421585346,-0.6393795911,0.779580167,-0.5365636377,1.838648532,-0.2781015876,-0.6577534183
1081,17282,3934,480,8,5,20,0,2.308088015,2.994001095,1.946643609,1.219759811,-0.5128461819,-0.2737511717,-0.2652639929,2.416244239
550,9456,2559,837,2,18,6,0,0.7660752496,1.18344022,1.009431722,2.702251632,-0.5365636377,0.08758035658,-0.4449903186,0.9863157306
104,3826,466,94,1,12,4,0,-0.5290993141,-0.1190716273,-0.4171751727,-0.3831585159,-0.540516547,-0.07918804109,-0.470665508,-0.3551153714
459,3744,1202,2,515,14,32,0,0.5018131749,-0.1380424926,0.08448879019,-0.7652012261,1.491278832,-0.0235985752,-0.1112128566,0.1494198242
271,4206,589,539,2,32,32,0,-0.04413484742,-0.03115786141,-0.3333373094,1.464765462,-0.5365636377,0.4767066178,-0.1112128566,-0.1362100061
70,2835,472,42,1,0,1,0,-0.6278345947,-0.3483414748,-0.4130855209,-0.5990956999,-0.540516547,-0.4127248364,-0.5091782921,-0.4630871968
111,3212,957,326,1,31,7,0,-0.5087714622,-0.2611217649,-0.08250532791,0.5802535357,-0.540516547,0.4489118849,-0.4321527239,-0.2841328517
67,1775,474,76,1,3,2,0,-0.6365465312,-0.5935746113,-0.4117223036,-0.4579060027,-0.540516547,-0.3293406376,-0.4963406974,-0.5472811487
190,5822,1371,40,2,4,1,0,-0.2793571336,0.3427069958,0.1996806512,-0.6074009762,-0.5365636377,-0.3015459046,-0.5091782921,0.0876768378
448,2255,598,16,171,118,324,0,0.4698694077,-0.4825256438,-0.3272028316,-0.7070642919,0.1314780337,2.867053651,3.637364793,-0.1132863559
330,2825,1117,22,394,644,1,0,0.1271999043,-0.350654995,0.02655205534,-0.682148463,1.012976807,17.48708318,-0.5091782921,-0.06563434511
195,3849,750,604,15,29,16,0,-0.2648372394,-0.113750531,-0.2235983175,1.734686942,-0.4851758168,0.393322419,-0.3166143717,-0.200728696
110,3878,732,152,1,11,1,0,-0.511675441,-0.1070413225,-0.2358672731,-0.142305503,-0.540516547,-0.106982774,-0.5091782921,-0.2848613455
250,3626,683,1,108,2,11,0,-0.1051184031,-0.1653420305,-0.2692660967,-0.7693538642,-0.1175552521,-0.3571353705,-0.3808023452,-0.1799088434
609,5755,1949,773,2,30,21,0,0.9374100013,0.3272064107,0.5936504482,2.43648279,-0.5365636377,0.4211171519,-0.2524263983,0.6194222867
102,3712,626,123,2,1,8,0,-0.5349072718,-0.1454457571,-0.3081177895,-0.2627320095,-0.5365636377,-0.3849301035,-0.4193151293,-0.3294902728
313,7764,689,115,1,0,10,0,0.07783226396,0.7919926101,-0.2651764448,-0.2959531147,-0.540516547,-0.4127248364,-0.3936399399,0.2015494764
86,2175,435,348,4,2,7,0,-0.5813709332,-0.5010338051,-0.4383050407,0.6716115751,-0.5286578191,-0.3571353705,-0.4321527239,-0.5069032597
275,2420,982,25,589,14,148,0,-0.03251893205,-0.4443525613,-0.06546511178,-0.6696905485,1.78379412,-0.0235985752,1.377948128,-0.1807788684
376,9038,2292,115,2,11,10,0,0.260782931,1.086735078,0.8274422135,-0.2959531147,-0.5365636377,-0.106982774,-0.3936399399,0.7249867408
79,1820,432,31,2,0,2,0,-0.6016987851,-0.5831637706,-0.4403498667,-0.6447747196,-0.5365636377,-0.4127248364,-0.4963406974,-0.5417374741
57,1625,232,253,32,53,4,0,-0.6655863197,-0.6282774137,-0.5766715957,0.2771109505,-0.4179763588,1.06039601,-0.470665508,-0.6235117764
39,1498,244,25,2,0,,0,-0.7178579388,-0.6576591197,-0.568492292,-0.6696905485,-0.5365636377,-0.4127248364,-0.5220158868,-0.6480031168
323,3016,2118,8,411,20,152,0,0.1068720524,-0.30646676,0.7088423093,-0.7402853971,1.080176265,0.1431698225,1.429298506,0.1697492006
83,1798,1135,58,1,0,4,0,-0.5900828698,-0.588253515,0.03882101095,-0.5326534895,-0.540516547,-0.4127248364,-0.470665508,-0.3798384579
98,2745,435,18,1,0,,0,-0.5465231871,-0.3691631562,-0.4383050407,-0.6987590156,-0.540516547,-0.4127248364,-0.5220158868,-0.4513304614
403,2330,3071,45,1,0,1,0,0.3391903598,-0.4651742427,1.358415348,-0.5866377855,-0.540516547,-0.4127248364,-0.5091782921,0.4108104884
94,1655,504,16,1,0,1,0,-0.5581391025,-0.6213368532,-0.3912740442,-0.7070642919,-0.540516547,-0.4127248364,-0.5091782921,-0.5235833333
334,5873,1835,49,1,0,2,0,0.1388158196,0.3545059486,0.5159470627,-0.5700272329,-0.540516547,-0.4127248364,-0.4963406974,0.3364229436
149,3565,1050,12,1,0,1,0,-0.3984202662,-0.1794545034,-0.0191157239,-0.7236748445,-0.540516547,-0.4127248364,-0.5091782921,-0.1989968312
104,3374,818,37,1,0,6,0,-0.5290993141,-0.2236427384,-0.1772489296,-0.6198588907,-0.540516547,-0.4127248364,-0.4449903186,-0.309996994
68,2271,497,64,1,0,,0,-0.6336425524,-0.4788240116,-0.3960453047,-0.5077376605,-0.540516547,-0.4127248364,-0.5220158868,-0.5028372896
409,6052,2264,79,1,0,6,0,0.3566142328,0.3959179594,0.8083571715,-0.4454480882,-0.540516547,-0.4127248364,-0.4449903186,0.5202964546
115,2190,797,1,267,5,9,0,-0.4971555468,-0.4975635249,-0.1915627112,-0.7693538642,0.5109573264,-0.2737511717,-0.4064775346,-0.3954272609
141,3278,979,486,3,21,1,0,-0.4216520969,-0.2458525319,-0.06750993771,1.24467564,-0.5326107284,0.1709645554,-0.5091782921,-0.2450048555
529,3027,1374,1,581,3,2,0,0.7050916939,-0.3039218878,0.2017254772,-0.7693538642,1.752170846,-0.3293406376,-0.4963406974,0.2009650944
125,1722,253,489,12,30,55,0,-0.4681157584,-0.6058362682,-0.5623578142,1.257133555,-0.4970345447,0.4211171519,0.1840518213,-0.5454366136
38,1827,339,21,3,0,2,0,-0.7207619177,-0.5815443065,-0.5037394707,-0.6863011012,-0.5326107284,-0.4127248364,-0.4963406974,-0.6020152316
64,2952,423,76,1,0,1,0,-0.6452584678,-0.321273289,-0.4464843445,-0.4579060027,-0.540516547,-0.4127248364,-0.5091782921,-0.4710053671
125,1589,2641,34,1,0,,0,-0.4681157584,-0.6366060862,1.065323631,-0.6323168052,-0.540516547,-0.4127248364,-0.5220158868,-0.01313273795
69,2023,319,98,2,8,9,0,-0.6307385735,-0.5361993115,-0.5173716436,-0.3665479633,-0.5365636377,-0.1903669729,-0.4064775346,-0.5614365095
48,2245,195,27,1,3,3,0,-0.6917221292,-0.484839164,-0.6018911156,-0.6613852722,-0.540516547,-0.3293406376,-0.4835031027,-0.5928174696
472,5725,1704,1,327,4,30,0,0.5395648999,0.3202658503,0.4266563301,-0.7693538642,0.7481318843,-0.3015459046,-0.136888046,0.4288290268
133,1544,328,79,2,2,,0,-0.4448839276,-0.6470169269,-0.5112371658,-0.4454480882,-0.5365636377,-0.3571353705,-0.5220158868,-0.5343793401
203,1607,663,3,280,4,32,0,-0.2416054087,-0.63244175,-0.2828982696,-0.7610485879,0.5623451473,-0.3015459046,-0.1112128566,-0.3856484761
216,4837,1358,72,1,0,9,0,-0.2038536837,0.1148252604,0.1908197389,-0.4745165553,-0.540516547,-0.4127248364,-0.4064775346,0.03393043851
2749,29433,9495,1,985,10,12,0,7.151924724,5.805159436,5.737069286,-0.7693538642,3.349146203,-0.134777507,-0.3679647505,6.231384482
80,1860,130,1,498,3,106,0,-0.5987948063,-0.57390969,-0.6461956776,-0.7693538642,1.424079374,-0.3293406376,0.8387691506,-0.6063000579
59,1582,215,13,1,0,,0,-0.659778362,-0.6382255503,-0.5882589427,-0.7195222064,-0.540516547,-0.4127248364,-0.5220158868,-0.628754285
120,1578,729,38,1,0,8,0,-0.4826356526,-0.6391509584,-0.237912099,-0.6157062525,-0.540516547,-0.4127248364,-0.4193151293,-0.4532329033
78,2140,433,13,1,3,1,0,-0.604602764,-0.5091311256,-0.439668258,-0.7195222064,-0.540516547,-0.3293406376,-0.5091782921,-0.5178007159
110,1617,369,1,175,9,28,0,-0.511675441,-0.6301282298,-0.4832912113,-0.7693538642,0.1472896709,-0.1625722399,-0.1625632354,-0.541698294
67,1839,357,240,9,16,9,0,-0.6365465312,-0.5787680823,-0.4914705151,0.2231266545,-0.5088932726,0.03199089069,-0.4064775346,-0.5689283762
212,1749,1355,76,1,0,1,0,-0.2154695991,-0.5995897637,0.1887749129,-0.4579060027,-0.540516547,-0.4127248364,-0.5091782921,-0.2087614833
153,3094,493,41,2,0,4,0,-0.3868043508,-0.2884213028,-0.3987717393,-0.6032483381,-0.5365636377,-0.4127248364,-0.470665508,-0.357999131
50,1796,451,98,1,3,4,0,-0.6859141715,-0.588716219,-0.4273993024,-0.3665479633,-0.540516547,-0.3293406376,-0.470665508,-0.567343231
197,4311,996,22,1,1,1,0,-0.2590292817,-0.006865899776,-0.05592259074,-0.682148463,-0.540516547,-0.3849301035,-0.5091782921,-0.1072725908
244,1745,687,1,38,2,40,0,-0.1225422762,-0.6005151718,-0.2665396621,-0.7693538642,-0.394258903,-0.3571353705,-0.008512099108,-0.3298657034
119,2647,463,180,7,13,3,0,-0.4855396314,-0.3918356537,-0.4192199987,-0.02603163474,-0.5167990912,-0.05139330815,-0.4835031027,-0.4321984279
122,1960,481,66,1,2,5,0,-0.4768276949,-0.5507744884,-0.4069510431,-0.4994323842,-0.540516547,-0.3571353705,-0.4578279133,-0.4781844088
578,6986,1629,140,2,0,8,0,0.8473866571,0.6120007419,0.3755356817,-0.1921371609,-0.5365636377,-0.4127248364,-0.4193151293,0.6116410269
130,1958,468,185,1,2,2,0,-0.4535958642,-0.5512371925,-0.4158119555,-0.005268443973,-0.540516547,-0.3571353705,-0.4963406974,-0.4735483374
799,7323,3972,1,480,4,32,0,1.489165981,0.6899663712,1.972544738,-0.7693538642,1.352927007,-0.3015459046,-0.1112128566,1.383892363
1102,20067,4003,816,3,38,72,0,2.36907157,3.638316458,1.993674606,2.615046231,-0.5326107284,0.6434750155,0.402290931,2.667020878
254,4160,979,136,3,9,10,0,-0.09350248774,-0.04180005413,-0.06750993771,-0.2087477135,-0.5326107284,-0.1625722399,-0.3936399399,-0.06760415986
221,5808,559,121,4,5,14,0,-0.1893337895,0.3394680676,-0.3537855687,-0.2710372858,-0.5286578191,-0.2737511717,-0.3422895611,-0.06788376356
350,4319,1672,115,4,9,5,0,0.1852794811,-0.005015083651,0.4048448535,-0.2959531147,-0.5286578191,-0.1625722399,-0.4578279133,0.195036417
370,6969,745,484,4,8,34,0,0.243359058,0.6080677577,-0.2270063607,1.236370364,-0.5286578191,-0.1903669729,-0.08553766726,0.2081401516
66,1646,81,47,3,4,7,0,-0.6394505101,-0.6234190213,-0.6795945012,-0.5783325092,-0.5326107284,-0.3015459046,-0.4321527239,-0.6474880109
88,2455,209,58,2,3,6,0,-0.5755629755,-0.4362552407,-0.5923485946,-0.5326534895,-0.5365636377,-0.3293406376,-0.4449903186,-0.5347222703
101,2175,395,263,6,17,,0,-0.5378112506,-0.5010338051,-0.4655693866,0.318637332,-0.5207520005,0.05978562363,-0.5220158868,-0.5014714807
47,1901,58,40,2,6,4,0,-0.6946261081,-0.5644242574,-0.6952715,-0.6074009762,-0.5365636377,-0.2459564388,-0.470665508,-0.6514406218
217,5266,542,320,2,32,36,0,-0.2009497049,0.2140752751,-0.3653729157,0.5553377068,-0.5365636377,0.4767066178,-0.05986247788,-0.1174157818
345,5300,964,485,1,0,38,0,0.1707595869,0.2219412436,-0.07773406739,1.240523002,-0.540516547,-0.4127248364,-0.03418728849,0.1049889211
715,9604,4291,241,3,15,15,0,1.245231759,1.217680319,2.189977895,0.2272792926,-0.5326107284,0.004196157744,-0.3294519664,1.550963324
114,1896,438,14,1,2,2,0,-0.5000595256,-0.5655810174,-0.4362602148,-0.7153695682,-0.540516547,-0.3571353705,-0.4963406974,-0.500633586
321,2982,665,2,69,8,82,0,0.1010640947,-0.3143327285,-0.2815350523,-0.7652012261,-0.2717187147,-0.1903669729,0.530666878,-0.164934562
45,1539,207,54,1,0,2,0,-0.7004340658,-0.648173687,-0.5937118119,-0.5492640421,-0.540516547,-0.4127248364,-0.4963406974,-0.6474398549
79,1759,477,126,2,8,2,0,-0.6016987851,-0.5972762436,-0.4096774776,-0.250274095,-0.5365636377,-0.1903669729,-0.4963406974,-0.5362175021
170,2806,588,14,2,0,,0,-0.3374367105,-0.3550506832,-0.334018918,-0.7153695682,-0.5365636377,-0.4127248364,-0.5220158868,-0.3421687706
316,3673,956,3,430,4,46,0,0.08654420048,-0.1544684857,-0.08318693655,-0.7610485879,1.155281542,-0.3015459046,0.06851346904,-0.05037040727
374,2048,1440,1,423,2,0,0,0.2549749733,-0.5304155111,0.2467116478,-0.7693538642,1.127611177,-0.3571353705,-0.5220158868,-0.009576296659
