watchers,stars,forks,commits,branches,releases,contributors,Python,NormWatchers,NormStars,NormForks,NormCommits,NormBranches,NormReleases,NormContributors,Popularity
196,2967,417,147,1,29,3,1,-0.2619332606,-0.3178030087,-0.4505739964,-0.1630686938,-0.540516547,0.393322419,-0.4835031027,-0.3434367552
735,14325,2626,7,956,1,0,1,1.303311335,2.309893184,1.055099501,-0.7444380353,3.234511833,-0.3849301035,-0.5220158868,1.55610134
290,3026,343,500,5,0,116,1,0.01104075058,-0.3041532398,-0.5010130361,1.302812574,-0.5247049098,-0.4127248364,0.9671450975,-0.2647085084
288,3114,491,1,35,1,4,1,0.0052327929,-0.2837942624,-0.4001349566,-0.7693538642,-0.4061176309,-0.3849301035,-0.470665508,-0.2262321421
77,3345,103,86,1,0,,1,-0.6075067428,-0.2303519468,-0.664599111,-0.4163796212,-0.540516547,-0.4127248364,-0.5220158868,-0.5008192669
234,2533,647,2,721,2,33,1,-0.1515820646,-0.4182097835,-0.2938040079,-0.7652012261,2.305578148,-0.3571353705,-0.09837526195,-0.2878652853
99,2976,182,79,6,4,2,1,-0.5436192083,-0.3157208406,-0.610752028,-0.4454480882,-0.5207520005,-0.3015459046,-0.4963406974,-0.4900306923
1204,30271,5570,5,345,9,131,1,2.665277412,5.999032425,3.061755353,-0.7527433116,0.8192842517,-0.1625722399,1.159709018,3.908688397
368,5132,821,657,4,5,47,1,0.2375511003,0.183074105,-0.1752041037,1.954776764,-0.5286578191,-0.2737511717,0.08135106374,0.08180703388
1361,33704,6211,15,875,5,967,1,3.121202091,6.793263895,3.498666494,-0.7112169301,2.91432618,-0.2737511717,11.89193818,4.47104416
262,2841,1034,174,5,16,15,1,-0.070270657,-0.3469533627,-0.03002146222,-0.05094746366,-0.5247049098,0.03199089069,-0.3294519664,-0.1490818273
966,8649,2473,420,8,0,15,1,1.974130448,0.9967391439,0.9508133783,0.9706015221,-0.5128461819,-0.4127248364,-0.3294519664,1.307227657
290,2814,1736,1,623,1,6,1,0.01104075058,-0.3531998671,0.4484678068,-0.7693538642,1.918193037,-0.3849301035,-0.4449903186,0.03543623008
211,4457,870,1,311,7,44,1,-0.218373578,0.0269114945,-0.14180528,-0.7693538642,0.6848853355,-0.2181617058,0.04283827966,-0.1110891212
137,4153,72,300,1,19,1,1,-0.4332680123,-0.04341951824,-0.685728979,0.4722849437,-0.540516547,0.1153750895,-0.5091782921,-0.3874721698
189,4062,2128,8,14,232,7,1,-0.2822611125,-0.06447255166,0.7156583957,-0.7402853971,-0.4891287261,6.035653207,-0.4321527239,0.1229749105
374,4009,940,326,1,0,59,1,0.2549749733,-0.07673420849,-0.09409267488,0.5802535357,-0.540516547,-0.4127248364,0.2354022,0.02804936332
423,6457,989,89,1,0,13,1,0.3972699366,0.4896155257,-0.06069385126,-0.4039217067,-0.540516547,-0.4127248364,-0.3551271558,0.2753972037
73,2666,136,299,1,4,14,1,-0.6191226582,-0.3874399654,-0.6421060257,0.4681323055,-0.540516547,-0.3015459046,-0.3422895611,-0.5495562164
112,2541,671,1,590,11,32,1,-0.5058674833,-0.4163589674,-0.2774454005,-0.7693538642,1.78774703,-0.106982774,-0.1112128566,-0.3998906171
590,8544,3986,90,753,19,160,1,0.8822344033,0.9724471822,1.982087259,-0.3997690686,2.432071245,0.1153750895,1.531999264,1.278922948
129,5698,314,235,3,0,34,1,-0.456499843,0.3140193459,-0.5207796868,0.2023634637,-0.5326107284,-0.4127248364,-0.08553766726,-0.221086728
250,4842,881,12,109,7,0,1,-0.1051184031,0.1159820205,-0.134307585,-0.7236748445,-0.1136023428,-0.2181617058,-0.5220158868,-0.04114798918
235,5895,397,205,2,1,22,1,-0.1486780857,0.3595956929,-0.4642061693,0.0777843191,-0.5365636377,-0.3849301035,-0.2395888036,-0.08442952069
299,4751,690,416,2,1,64,1,0.03717656016,0.09492898709,-0.2644948362,0.9539909695,-0.5365636377,-0.3849301035,0.2995901735,-0.04412976298
90,3007,123,115,2,14,6,1,-0.5697550179,-0.3085489281,-0.6509669381,-0.2959531147,-0.5365636377,-0.0235985752,-0.4449903186,-0.5097569614
2017,25502,13016,22,558,20,86,1,5.026212211,4.895714663,8.137013326,-0.682148463,1.661253932,0.1431698225,0.5820172567,6.019646733
283,4083,2168,18,617,17,96,1,-0.009287101311,-0.05961415933,0.7429227415,-0.6987590156,1.894475581,0.05978562363,0.7103932036,0.224673827
1640,25587,6452,6,582,26,81,1,3.931412188,4.915379584,3.662934178,-0.7485906735,1.756123755,0.3099382201,0.5178292833,4.16990865
178,3913,429,333,1,22,50,1,-0.3142048797,-0.09894400198,-0.4423946926,0.6093220027,-0.540516547,0.1987592884,0.1198638478,-0.2851811914
1860,23227,15019,1,2,18,1,1,4.570287533,4.369388827,9.502275442,-0.7693538642,-0.5365636377,0.08758035658,-0.5091782921,6.147317267
297,2831,1127,161,3,0,12,1,0.03136860248,-0.3492668829,0.03336814179,-0.1049317597,-0.5326107284,-0.4127248364,-0.3679647505,-0.09484337953
89,2564,157,1,170,1,8,1,-0.5726589967,-0.411037871,-0.6277922441,-0.7693538642,0.1275251244,-0.3849301035,-0.4193151293,-0.5371630373
94,3541,436,1,422,3,10,1,-0.5581391025,-0.1850069518,-0.4376234321,-0.7693538642,1.123658268,-0.3293406376,-0.3936399399,-0.3935898288
269,6151,876,225,15,22,8,1,-0.0499428051,0.4188218089,-0.1377156282,0.1608370822,-0.4851758168,0.1987592884,-0.4193151293,0.07705445855
239,4740,617,472,5,34,17,1,-0.1370621704,0.09238411492,-0.3142522673,1.186538706,-0.5247049098,0.5322960837,-0.303776777,-0.1196434409
142,4247,264,583,2,8,18,1,-0.4187481181,-0.02167242877,-0.5548601191,1.647481541,-0.5365636377,-0.1903669729,-0.2909391823,-0.331760222
917,17270,3537,1,874,3,114,1,1.831835485,2.99122487,1.676044977,-0.7693538642,2.910373271,-0.3293406376,0.9414699081,2.166368444
1676,15841,3313,96,1,0,20,1,4.035955426,2.66062284,1.52336464,-0.3748532396,-0.540516547,-0.4127248364,-0.2652639929,2.739980969
233,6797,632,958,2,0,,1,-0.1544860434,0.568275211,-0.3040281376,3.204720849,-0.5365636377,-0.4127248364,-0.5220158868,0.03658700998
85,2942,291,515,3,55,29,1,-0.5842749121,-0.3235868091,-0.5364566857,1.365102147,-0.5326107284,1.115985476,-0.1497256407,-0.481439469
314,4250,634,1,575,17,102,1,0.0807362428,-0.02097837273,-0.3026649203,-0.7693538642,1.72845339,0.05978562363,0.7874187718,-0.08096901676
479,8561,1531,3,568,4,34,1,0.5598927518,0.9763801665,0.3087380345,-0.7610485879,1.700783025,-0.3015459046,-0.08553766726,0.6150036509
221,2773,637,11,533,5,124,1,-0.1893337895,-0.3626852998,-0.3006200944,-0.7278274827,1.5624312,-0.2737511717,1.069845855,-0.2842130612
762,10583,2436,8,61,2,35,1,1.381718764,1.444173942,0.9255938585,-0.7402853971,-0.3033419891,-0.3571353705,-0.07270007257,1.250495522
227,2625,795,1,290,10,25,1,-0.1719099165,-0.3969253981,-0.1929259284,-0.7693538642,0.6018742402,-0.134777507,-0.2010760195,-0.2539204143
134,2490,323,14,467,130,45,1,-0.4419799488,-0.4281579202,-0.514645209,-0.7153695682,1.301539186,3.200590446,0.05567587435,-0.4615943593
219,2584,1159,9,729,15,19,1,-0.1951417472,-0.4064108307,0.05517961844,-0.736132759,2.337201422,0.004196157744,-0.2781015876,-0.1821243198
248,3353,1315,5,91,390,124,1,-0.1109263608,-0.2285011307,0.1615105671,-0.7527433116,-0.1847547102,10.42722101,1.069845855,-0.05930564147
444,8097,759,1,112,3,2,1,0.4582534923,0.8690328313,-0.2174638397,-0.7693538642,-0.1017436149,-0.3293406376,-0.4963406974,0.369940828
178,4748,500,541,2,74,31,1,-0.3142048797,0.09423493104,-0.3940004788,1.473070739,-0.5365636377,1.644085401,-0.1240504513,-0.2046568092
125,2671,363,2,665,1,58,1,-0.4681157584,-0.3862832054,-0.4873808632,-0.7652012261,2.084215227,-0.3849301035,0.2225646053,-0.4472599423
207,4052,759,2,11,5,32,1,-0.2299894933,-0.06678607182,-0.2174638397,-0.7652012261,-0.500987454,-0.2737511717,-0.1112128566,-0.1714131349
140,3484,473,76,1,0,3,1,-0.4245560757,-0.1981940167,-0.4124039122,-0.4579060027,-0.540516547,-0.4127248364,-0.4835031027,-0.3450513349
309,4587,2183,31,7,4,57,1,0.06621634859,0.05698725653,0.7531468712,-0.6447747196,-0.5167990912,-0.3015459046,0.2097270107,0.2921168254
269,3987,732,3,415,16,19,1,-0.0499428051,-0.08182395283,-0.2358672731,-0.7610485879,1.095987903,0.03199089069,-0.2781015876,-0.122544677
481,4552,1267,77,1,0,9,1,0.5657007094,0.04888993598,0.1287933521,-0.4537533646,-0.540516547,-0.4127248364,-0.4064775346,0.2477946659
526,3675,1413,245,2,0,27,1,0.6963797573,-0.1540057817,0.2283082143,0.2438898452,-0.5365636377,-0.4127248364,-0.1754008301,0.2568940633
690,8717,1565,675,1,19,61,1,1.172632287,1.012471081,0.3319127284,2.029524251,-0.540516547,0.1153750895,0.2610773894,0.8390053656
1933,27952,15237,1,748,10,1,1,4.782277988,5.462527101,9.650866127,-0.7693538642,2.412306699,-0.134777507,-0.5091782921,6.631890405
197,3135,455,548,3,1,,1,-0.2590292817,-0.2789358701,-0.4246728678,1.502139206,-0.5326107284,-0.3849301035,-0.5220158868,-0.3208793399
396,3154,779,1,547,6,43,1,0.3188625079,-0.2745401818,-0.2038316668,-0.7693538642,1.61777193,-0.2459564388,0.03000068497,-0.05316978024
434,7569,1774,586,8,7,109,1,0.4292137039,0.746878967,0.4743689353,1.659939456,-0.5128461819,-0.2181617058,0.8772819346,0.5501538687
465,4951,1780,1,84,4,21,1,0.519237048,0.1411993902,0.4784585872,-0.7693538642,-0.2124250752,-0.3015459046,-0.2524263983,0.3796316751
415,3630,1567,535,4,0,105,1,0.3740381059,-0.1644166224,0.3332759457,1.44815491,-0.5286578191,-0.4127248364,0.8259315559,0.1809658097
569,7783,2389,27,931,3,30,1,0.8212508476,0.7963882984,0.8935582521,-0.6613852722,3.135689101,-0.3293406376,-0.136888046,0.8370657994
174,2531,375,192,3,0,3,1,-0.3258207951,-0.4186724875,-0.4792015595,0.0238000231,-0.5326107284,-0.4127248364,-0.4835031027,-0.4078982807
192,5682,542,2,21,16,221,1,-0.273549176,0.3103177136,-0.3653729157,-0.7652012261,-0.461458361,0.03199089069,2.31509254,-0.1095347927
184,3556,882,959,4,1,91,1,-0.2967810067,-0.1815366716,-0.1336259763,3.208873487,-0.5286578191,-0.3849301035,0.6462052302,-0.2039812182
153,4921,263,2,18,8,49,1,-0.3868043508,0.1342588297,-0.5555417277,-0.7652012261,-0.4733170889,-0.1903669729,0.1070262531,-0.2693624163
1138,32956,3050,1,680,2,0,1,2.473614809,6.620212587,1.344101567,-0.7693538642,2.143508867,-0.3571353705,-0.5220158868,3.479309654
1280,8550,693,23,1,0,4,1,2.885979804,0.9738352943,-0.2624500103,-0.6779958248,-0.540516547,-0.4127248364,-0.470665508,1.199121696
1048,15127,4433,3,652,18,48,1,2.212256713,2.495437501,2.286766323,-0.7610485879,2.032827406,0.08758035658,0.09418865843,2.331486846
106,5064,247,736,28,70,34,1,-0.5232913564,0.167342168,-0.5664474661,2.282835179,-0.433787996,1.53290647,-0.08553766726,-0.3074655515
435,3239,1178,15,635,2,98,1,0.4321176827,-0.2548752605,0.0681301827,-0.7112169301,1.965627948,-0.3571353705,0.736068393,0.0817908683
209,3484,426,1,496,21,144,1,-0.2241815356,-0.1981940167,-0.4444395186,-0.7693538642,1.416173556,0.1709645554,1.326597749,-0.288938357
251,4817,2163,1,85,1,27,1,-0.1022144243,0.1101982201,0.7395146983,-0.7693538642,-0.2084721659,-0.3849301035,-0.1754008301,0.2491661647
195,2626,878,326,3,45,32,1,-0.2648372394,-0.3966940461,-0.1363524109,0.5802535357,-0.5326107284,0.8380381461,-0.1112128566,-0.2659612321
153,3517,307,8,1,2,1,1,-0.3868043508,-0.1905594002,-0.5255509473,-0.7402853971,-0.540516547,-0.3571353705,-0.5091782921,-0.3676382328
263,2929,810,105,1,0,5,1,-0.06736667816,-0.3265943853,-0.1827017988,-0.3374794963,-0.540516547,-0.4127248364,-0.4578279133,-0.1922209541
396,4394,1407,141,2,0,25,1,0.3188625079,0.01233631752,0.2242185625,-0.1879845227,-0.5365636377,-0.4127248364,-0.2010760195,0.1851391293
669,4980,1152,128,2,0,17,1,1.111648732,0.1479085987,0.05040835792,-0.2419688187,-0.5365636377,-0.4127248364,-0.303776777,0.4366552295
575,15691,1783,2,237,4,0,1,0.8386747206,2.625920038,0.4805034131,-0.7652012261,0.3923700474,-0.3015459046,-0.5220158868,1.315032724
3885,45112,8713,1,195,2,0,1,10.45084469,9.432527689,5.204051325,-0.7693538642,0.2263478569,-0.3571353705,-0.5220158868,8.362474567
782,4944,2311,388,1,1,22,1,1.439798341,0.1395799261,0.8403927778,0.8377171012,-0.540516547,-0.3849301035,-0.2395888036,0.8065903483
292,5147,1135,8,162,23,74,1,0.01684870827,0.1865443853,0.03882101095,-0.7402853971,0.09590185004,0.2265540213,0.4279661204,0.08073803483
62,2466,248,731,12,69,59,1,-0.6510664254,-0.4337103686,-0.5657658574,2.262071988,-0.4970345447,1.505111737,0.2354022,-0.5501808838
529,13203,4709,282,4,2,52,1,0.7050916939,2.050316223,2.474890309,0.3975374569,-0.5286578191,-0.3571353705,0.1455390372,1.743432742
173,7315,270,1,263,35,29,1,-0.328724774,0.6881155551,-0.5507704672,-0.7693538642,0.4951456892,0.5600908166,-0.1497256407,-0.0637932287
184,3661,605,954,2,42,28,1,-0.2967810067,-0.1572447099,-0.322431571,3.188110296,-0.5365636377,0.7546539472,-0.1625632354,-0.2588190959
363,4720,1170,805,8,10,44,1,0.2230312061,0.0877570746,0.06267731354,2.569367211,-0.5128461819,-0.134777507,0.04283827966,0.1244885314
86,2650,100,418,2,4,11,1,-0.5813709332,-0.3911415977,-0.6666439369,0.9622962458,-0.5365636377,-0.3015459046,-0.3808023452,-0.5463854893
472,6090,1396,651,8,4,27,1,0.5395648999,0.404709336,0.2167208674,1.929860936,-0.5128461819,-0.3015459046,-0.1754008301,0.3869983677
119,3066,423,1,547,4,21,1,-0.4855396314,-0.2948991592,-0.4464843445,-0.7693538642,1.61777193,-0.3015459046,-0.2524263983,-0.4089743784
208,2756,852,103,1,0,5,1,-0.2270855145,-0.366618284,-0.1540742357,-0.3457847726,-0.540516547,-0.4127248364,-0.4578279133,-0.2492593447
235,3602,757,106,1,0,14,1,-0.1486780857,-0.1708944788,-0.218827057,-0.3333268581,-0.540516547,-0.4127248364,-0.3422895611,-0.1794665405
142,6389,359,820,3,52,54,1,-0.4187481181,0.4738835886,-0.4901072978,2.631656784,-0.5326107284,1.032601277,0.1712142266,-0.1449906091
322,3585,1609,116,2,0,16,1,0.1039680735,-0.1748274631,0.3619035088,-0.2918004766,-0.5365636377,-0.4127248364,-0.3166143717,0.09701470642
209,3350,808,86,1,0,7,1,-0.2241815356,-0.2291951868,-0.1840650161,-0.4163796212,-0.540516547,-0.4127248364,-0.4321527239,-0.2124805795
173,3351,252,1,1,0,1,1,-0.328724774,-0.2289638347,-0.5630394228,-0.7693538642,-0.540516547,-0.4127248364,-0.5091782921,-0.3735760105
1713,20789,6265,1,770,2,235,1,4.143402643,3.805352613,3.535473361,-0.7693538642,2.499270704,-0.3571353705,2.494818866,3.828076206
269,3916,744,9,1,0,3,1,-0.0499428051,-0.09824994594,-0.2276879694,-0.736132759,-0.540516547,-0.4127248364,-0.4835031027,-0.1252935735
145,5085,195,104,5,7,10,1,-0.4100361815,0.1722005603,-0.6018911156,-0.3416321344,-0.5247049098,-0.2181617058,-0.3936399399,-0.2799089123
509,7063,2428,845,6,11,67,1,0.647012117,0.6298148471,0.9201409893,2.735472737,-0.5207520005,-0.106982774,0.3381029576,0.7323226512
84,2595,146,252,1,18,14,1,-0.5871788909,-0.4038659585,-0.6352899392,0.2729583123,-0.540516547,0.08758035658,-0.3422895611,-0.5421115962
215,4076,824,1,544,12,111,1,-0.2067576626,-0.06123362344,-0.1731592777,-0.7693538642,1.605913202,-0.07918804109,0.902957124,-0.1470501879
244,4015,1204,58,3,0,6,1,-0.1225422762,-0.07534609639,0.08585200748,-0.5326534895,-0.5326107284,-0.4127248364,-0.4449903186,-0.03734545502
147,3221,469,256,3,0,13,1,-0.4042282239,-0.2590395968,-0.4151303468,0.2895688649,-0.5326107284,-0.4127248364,-0.3551271558,-0.3594660558
333,3665,1138,816,1,5,,1,0.1359118408,-0.1563193019,0.04086583689,2.615046231,-0.540516547,-0.2737511717,-0.5220158868,0.006819458612
272,4218,839,304,3,14,4,1,-0.04123086858,-0.02838163723,-0.1629351481,0.4888954963,-0.5326107284,-0.0235985752,-0.470665508,-0.07751588462
549,2846,861,158,3,2,11,1,0.7631712707,-0.3457966026,-0.1479397579,-0.1173896741,-0.5326107284,-0.3571353705,-0.3808023452,0.08981163675
250,4551,1207,120,1,0,11,1,-0.1051184031,0.04865858397,0.08789683341,-0.275189924,-0.540516547,-0.4127248364,-0.3808023452,0.01047900476
102,3030,370,168,1,0,4,1,-0.5349072718,-0.3032278318,-0.4826096027,-0.07586329258,-0.540516547,-0.4127248364,-0.470665508,-0.4402482354
283,5958,1960,24,83,1,28,1,-0.009287101311,0.3741708699,0.6011481433,-0.6738431867,-0.2163779845,-0.3849301035,-0.1625632354,0.3220106373
218,4539,598,623,2,5,71,1,-0.1980457261,0.04588235978,-0.3272028316,1.813587067,-0.5365636377,-0.2737511717,0.3894533363,-0.1597887326
147,2498,744,11,365,65,166,1,-0.4042282239,-0.4263071041,-0.2276879694,-0.7278274827,0.8983424376,1.393932805,1.609024832,-0.3527410991
65,2026,462,72,1,5,,0,-0.6423544889,-0.5355052554,-0.4199016073,-0.4745165553,-0.540516547,-0.2737511717,-0.5220158868,-0.5325871172
122,2193,306,23,1,0,3,0,-0.4768276949,-0.4968694688,-0.526232556,-0.6779958248,-0.540516547,-0.4127248364,-0.4835031027,-0.4999765732
219,6871,1401,96,3,5,7,0,-0.1951417472,0.5853952602,0.2201289106,-0.3748532396,-0.5326107284,-0.2737511717,-0.4321527239,0.2034608078
176,3962,1296,129,1,0,2,0,-0.3200128374,-0.08760775322,0.1485600028,-0.2378161806,-0.540516547,-0.4127248364,-0.4963406974,-0.08635352927
65,1761,488,86,1,0,,0,-0.6423544889,-0.5968135395,-0.4021797825,-0.4163796212,-0.540516547,-0.4127248364,-0.5220158868,-0.547115937
317,4157,964,1,223,1,34,0,0.08944817932,-0.04249411018,-0.07773406739,-0.7693538642,0.3370293172,-0.3849301035,-0.08553766726,-0.01025999942
495,3102,2396,7,739,31,52,0,0.6063564132,-0.2865704866,0.8983295127,-0.7444380353,2.376730515,0.4489118849,0.1455390372,0.4060384798
282,3212,744,8,308,25,98,0,-0.01219108015,-0.2611217649,-0.2276879694,-0.7402853971,0.6730266076,0.2821434872,0.736068393,-0.1670002715
222,1757,463,375,15,22,33,0,-0.1864298107,-0.5977389476,-0.4192199987,0.7837328052,-0.4851758168,0.1987592884,-0.09837526195,-0.4011295857
49,1523,160,139,2,18,5,0,-0.6888181504,-0.6518753193,-0.6257474182,-0.196289799,-0.5365636377,0.08758035658,-0.4578279133,-0.655480296
114,2568,502,269,2,23,,0,-0.5000595256,-0.410112463,-0.3926372615,0.3435531609,-0.5365636377,0.2265540213,-0.5220158868,-0.43426975
546,12455,2297,1,553,1,96,0,0.7544593342,1.877264915,0.8308502568,-0.7693538642,1.641489386,-0.3849301035,0.7103932036,1.154191502
72,1638,408,71,2,0,2,0,-0.622026637,-0.6252698375,-0.4567084742,-0.4786691935,-0.5365636377,-0.4127248364,-0.4963406974,-0.5680016496
65,1824,392,153,2,1,,0,-0.6423544889,-0.5822383626,-0.4676142125,-0.1381528649,-0.5365636377,-0.3849301035,-0.5220158868,-0.5640690213
175,1530,178,240,3,4,,0,-0.3229168163,-0.6502558552,-0.6134784626,0.2231266545,-0.5326107284,-0.3015459046,-0.5220158868,-0.5288837113
239,2234,386,446,22,0,26,0,-0.1370621704,-0.4873840362,-0.4717038644,1.078570114,-0.4575054518,-0.4127248364,-0.1882384248,-0.365383357
120,2733,267,247,1,6,29,0,-0.4826356526,-0.3719393804,-0.5528152932,0.2521951215,-0.540516547,-0.2459564388,-0.1497256407,-0.4691301087
126,3496,267,244,5,21,,0,-0.4652117795,-0.1954177925,-0.5528152932,0.2397372071,-0.5247049098,0.1709645554,-0.5220158868,-0.4044816217
683,18748,2807,828,2,28,40,0,1.152304436,3.333163149,1.178470666,2.664877889,-0.5365636377,0.365527686,-0.008512099108,1.887979417
143,2756,148,140,2,3,21,0,-0.4158441392,-0.366618284,-0.6339267219,-0.1921371609,-0.5365636377,-0.3293406376,-0.2524263983,-0.4721297151
147,2778,921,212,3,4,11,0,-0.4042282239,-0.3615285397,-0.1070432391,0.1068527862,-0.5326107284,-0.3015459046,-0.3808023452,-0.2909333342
88,1542,349,58,1,0,3,0,-0.5755629755,-0.647479631,-0.4969233842,-0.5326534895,-0.540516547,-0.4127248364,-0.4835031027,-0.5733219969
49,1559,272,341,2,6,2,0,-0.6888181504,-0.6435466467,-0.5494072499,0.642543108,-0.5365636377,-0.2459564388,-0.4963406974,-0.627257349
190,4541,741,147,2,14,4,0,-0.2793571336,0.04634506381,-0.2297327953,-0.1630686938,-0.5365636377,-0.0235985752,-0.470665508,-0.1542482884
389,5730,1083,760,35,47,15,0,0.298534656,0.3214226104,0.003377361397,2.382498494,-0.4061176309,0.893627612,-0.3294519664,0.2077782092
678,4058,1744,247,3,10,27,0,1.137784541,-0.06539795972,0.4539206759,0.2521951215,-0.5326107284,-0.134777507,-0.1754008301,0.5087690859
419,2084,1064,63,2,1,13,0,0.3856540212,-0.5220868385,-0.009573202864,-0.5118902987,-0.5365636377,-0.3849301035,-0.3551271558,-0.04866867338
392,3756,1011,77,2,1,5,0,0.3072465925,-0.1352662684,-0.04569846106,-0.4537533646,-0.5365636377,-0.3849301035,-0.4578279133,0.04209395433
1448,9942,4206,5,677,7,58,0,3.37384825,1.2958773,2.132041161,-0.7527433116,2.131650139,-0.2181617058,0.2225646053,2.26725557
2736,16223,12023,2,134,2,49,0,7.114172999,2.74899931,7.460175941,-0.7652012261,-0.01477961032,-0.3571353705,0.1070262531,5.774449416
1161,12525,3947,2,681,13,102,0,2.540406322,1.893459556,1.955504521,-0.7652012261,2.147461776,-0.05139330815,0.7874187718,2.129790133
223,4362,550,410,3,24,17,0,-0.1835258318,0.00493305302,-0.3599200465,0.9290751406,-0.5326107284,0.2543487542,-0.303776777,-0.1795042751
676,3354,1750,332,8,23,25,0,1.131976584,-0.2282697787,0.4580103278,0.6051693646,-0.5128461819,0.2265540213,-0.2010760195,0.4539057109
446,2771,1198,64,2,7,7,0,0.46406145,-0.3631480038,0.0817623556,-0.5077376605,-0.5365636377,-0.2181617058,-0.4321527239,0.06089193393
93,3264,466,76,4,6,7,0,-0.5610430813,-0.2490914601,-0.4171751727,-0.4579060027,-0.5286578191,-0.2459564388,-0.4321527239,-0.4091032381
269,7290,1300,293,8,19,11,0,-0.0499428051,0.6823317547,0.1512864374,0.4432164766,-0.5128461819,0.1153750895,-0.3808023452,0.261225129
421,3334,1742,28,400,22,33,0,0.3914619789,-0.232896819,0.4525574586,-0.6572326341,1.036694263,0.1987592884,-0.09837526195,0.2037075395
172,1816,626,849,15,91,42,0,-0.3316287528,-0.5840891787,-0.3081177895,2.75208329,-0.4851758168,2.116595862,0.01716309028,-0.4079452403
307,2344,316,17,645,7,308,0,0.0604083909,-0.4619353145,-0.5194164695,-0.7029116538,2.005157041,-0.2181617058,3.431963278,-0.306981131
135,3656,385,264,2,8,11,0,-0.43907597,-0.15840147,-0.472385473,0.3227899702,-0.5365636377,-0.1903669729,-0.3808023452,-0.356620971
147,1675,352,150,2,0,5,0,-0.4042282239,-0.6167098129,-0.4948785583,-0.1506107793,-0.5365636377,-0.4127248364,-0.4578279133,-0.5052721984
172,2903,475,528,3,7,9,0,-0.3316287528,-0.3326095377,-0.4110406949,1.419086443,-0.5326107284,-0.2181617058,-0.4064775346,-0.3584263285
141,2934,588,146,3,0,11,0,-0.4216520969,-0.3254376253,-0.334018918,-0.167221332,-0.5326107284,-0.4127248364,-0.3808023452,-0.3603695467
239,5161,1280,496,10,14,34,0,-0.1370621704,0.1897833135,0.1376542645,1.286202022,-0.5049403633,-0.0235985752,-0.08553766726,0.06345846921
104,2626,504,11,1,0,1,0,-0.5290993141,-0.3966940461,-0.3912740442,-0.7278274827,-0.540516547,-0.4127248364,-0.5091782921,-0.4390224681
81,1916,394,43,1,1,6,0,-0.5958908274,-0.5609539771,-0.4662509952,-0.5949430618,-0.540516547,-0.3849301035,-0.4449903186,-0.5410319333
110,3617,401,276,1,24,,0,-0.511675441,-0.1674241986,-0.4614797347,0.372621628,-0.540516547,0.2543487542,-0.5220158868,-0.3801931248
109,2812,566,53,1,1,,0,-0.5145794199,-0.3536625712,-0.3490143082,-0.5534166802,-0.540516547,-0.3849301035,-0.5220158868,-0.4057520997
89,1970,494,90,1,0,3,0,-0.5726589967,-0.5484609683,-0.3980901307,-0.3997690686,-0.540516547,-0.4127248364,-0.4835031027,-0.5064033652
124,2056,438,79,4,0,2,0,-0.4710197372,-0.5285646949,-0.4362602148,-0.4454480882,-0.5286578191,-0.4127248364,-0.4963406974,-0.4786148823
65,2123,301,64,1,0,1,0,-0.6423544889,-0.5130641099,-0.5296405992,-0.5077376605,-0.540516547,-0.4127248364,-0.5091782921,-0.5616863993
783,10928,2673,242,2,6,9,0,1.44270232,1.523990387,1.087135107,0.2314319308,-0.5365636377,-0.2459564388,-0.4064775346,1.351275938
713,10062,2465,2,774,3,28,0,1.239423801,1.323639542,0.9453605092,-0.7652012261,2.515082341,-0.3293406376,-0.1625632354,1.169474617
476,4303,1300,230,4,1,17,0,0.5511808152,-0.008716715901,0.1512864374,0.1816002729,-0.5286578191,-0.3849301035,-0.303776777,0.2312501789
217,2032,601,692,2,21,6,0,-0.2009497049,-0.5341171433,-0.3251580056,2.1001191,-0.5365636377,0.1709645554,-0.4449903186,-0.3534082846
155,1815,593,4,165,8,80,0,-0.3809963931,-0.5843205307,-0.3306108748,-0.7568959498,0.1077605779,-0.1903669729,0.5049916886,-0.4319759329
264,3560,1024,6,858,4,37,0,-0.06446269931,-0.1806112635,-0.03683754867,-0.7485906735,2.847126722,-0.3015459046,-0.04702488318,-0.09397050383
253,4934,1405,30,1,0,8,0,-0.09640646658,0.1372664059,0.2228553452,-0.6489273578,-0.540516547,-0.4127248364,-0.4193151293,0.08790509485
857,7231,5043,343,887,123,530,0,1.657596754,0.6686819858,2.702547597,0.6508483843,2.961761091,3.006027316,6.2819093,1.676275446
190,1665,1003,11,337,21,50,0,-0.2793571336,-0.619023333,-0.05115133023,-0.7278274827,0.7876609773,0.1709645554,0.1198638478,-0.316510599
218,1662,2438,31,256,28,120,0,-0.1980457261,-0.6197173891,0.9269570758,-0.6447747196,0.4674753241,0.365527686,1.018495476,0.03639798687
502,4162,1901,23,757,9,227,0,0.6266842651,-0.0413373501,0.5609332332,-0.6779958248,2.447882883,-0.1625722399,2.392118108,0.3820933828
284,2165,1201,3,613,40,123,0,-0.006383122469,-0.5033473252,0.08380718154,-0.7610485879,1.878663944,0.6990644814,1.05700826,-0.1419744221
406,3258,2243,12,973,83,38,0,0.3479022963,-0.2504795722,0.7940433899,-0.7236748445,3.301711291,1.894237998,-0.03418728849,0.2971553713
212,2450,928,14,647,39,165,0,-0.2154695991,-0.4374120008,-0.1022719786,-0.7153695682,2.01306286,0.6712697484,1.596187237,-0.2517178595
